Frame,Kecepatan,Y0X_Pixel,Y239X_Pixel,Y479X_Pixel,Y0X_Meter,Y239X_Meter,Y479X_Meter,errorY_0_Xmeter,errorY_239_Xmeter,errorY_479_Xmeter,Radius,Curvature,Y0(meter),Y239(meter),Y479(meter),Steering_Angle,Angle,FPS
55,0,325,318,317,0.40625,0.3975,0.39625,0.00625,-0.0025,-0.00375,"(80.02629859991656, 'Left Curve')",0.012495892194132326,0.0,0.8962500000000001,1.7962500000000001,0,21,6.5
56,0,326,317,317,0.40750000000000003,0.39625,0.39625,0.0075,-0.00375,-0.00375,"(104.15133658261136, 'Left Curve')",0.009601413028500256,0.0,0.8962500000000001,1.7962500000000001,0,21,5.9
57,0,326,317,317,0.40750000000000003,0.39625,0.39625,0.0075,-0.00375,-0.00375,"(121.7608720511083, 'Left Curve')",0.008212818971765058,0.0,0.8962500000000001,1.7962500000000001,0,21,6.5
58,0,325,316,317,0.40625,0.395,0.39625,0.00625,-0.005,-0.00375,"(156.05544662556673, 'Left Curve')",0.006407978841003611,0.0,0.8962500000000001,1.7962500000000001,0,21,6.9
59,0,325,316,316,0.40625,0.395,0.395,0.00625,-0.005,-0.005,"(151.27559335961678, 'Left Curve')",0.00661045167823451,0.0,0.8962500000000001,1.7962500000000001,0,21,6.1
60,0,325,316,316,0.40625,0.395,0.395,0.00625,-0.005,-0.005,"(212.14642599651648, 'Left Curve')",0.004713725415371458,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
61,0,325,316,316,0.40625,0.395,0.395,0.00625,-0.005,-0.005,"(117.53725758981292, 'Left Curve')",0.008507940550134726,0.0,0.8962500000000001,1.7962500000000001,0,21,6.5
62,0,325,316,316,0.40625,0.395,0.395,0.00625,-0.005,-0.005,"(224.49364956262283, 'Left Curve')",0.004454468988090679,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
63,0,324,315,316,0.405,0.39375,0.395,0.005,-0.00625,-0.005,"(280.61502767879983, 'Left Curve')",0.003563601024050035,0.0,0.8962500000000001,1.7962500000000001,0,21,5.3
64,0,325,315,316,0.40625,0.39375,0.395,0.00625,-0.00625,-0.005,"(236.95095447019017, 'Left Curve')",0.00422028264134216,0.0,0.8962500000000001,1.7962500000000001,0,21,6.8
65,0,325,315,316,0.40625,0.39375,0.395,0.00625,-0.00625,-0.005,"(610.5389858218836, 'Left Curve')",0.0016378970437962112,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
66,0,326,315,316,0.40750000000000003,0.39375,0.395,0.0075,-0.00625,-0.005,"(482.40082573503025, 'Left Curve')",0.0020729649425377914,0.0,0.8962500000000001,1.7962500000000001,0,21,7.0
67,0,325,315,316,0.40625,0.39375,0.395,0.00625,-0.00625,-0.005,"(536.5421020752449, 'Left Curve')",0.0018637866369334043,0.0,0.8962500000000001,1.7962500000000001,0,21,6.1
68,0,326,315,316,0.40750000000000003,0.39375,0.395,0.0075,-0.00625,-0.005,"(629.7208065501208, 'Left Curve')",0.0015880053344249916,0.0,0.8962500000000001,1.7962500000000001,0,21,6.3
69,0,324,315,315,0.405,0.39375,0.39375,0.005,-0.00625,-0.00625,"(320.17530412090537, 'Left Curve')",0.0031232889830328002,0.0,0.8962500000000001,1.7962500000000001,0,21,6.7
70,0,325,314,315,0.40625,0.3925,0.39375,0.00625,-0.0075,-0.00625,"(126.35844684774658, 'Left Curve')",0.007913994077538265,0.0,0.8962500000000001,1.7962500000000001,0,21,6.3
71,0,325,314,315,0.40625,0.3925,0.39375,0.00625,-0.0075,-0.00625,"(271.00709848384054, 'Left Curve')",0.0036899402473017785,0.0,0.8962500000000001,1.7962500000000001,0,21,6.8
72,0,324,314,315,0.405,0.3925,0.39375,0.005,-0.0075,-0.00625,"(407.6105002801278, 'Left Curve')",0.0024533224716064878,0.0,0.8962500000000001,1.7962500000000001,0,21,6.2
73,0,324,314,316,0.405,0.3925,0.395,0.005,-0.0075,-0.005,"(381.59651438853956, 'Left Curve')",0.0026205690101817995,0.0,0.8962500000000001,1.7962500000000001,0,21,6.4
74,0,324,314,316,0.405,0.3925,0.395,0.005,-0.0075,-0.005,"(175.0012039108483, 'Left Curve')",0.005714246403181517,0.0,0.8962500000000001,1.7962500000000001,0,21,7.0
75,0,323,313,315,0.40375,0.39125,0.39375,0.00375,-0.00875,-0.00625,"(295.9954482356533, 'Left Curve')",0.003378430330468669,0.0,0.8962500000000001,1.7962500000000001,0,21,4.9
76,0,324,313,315,0.405,0.39125,0.39375,0.005,-0.00875,-0.00625,"(132.93306035123283, 'Left Curve')",0.007522583150931919,0.0,0.8962500000000001,1.7962500000000001,0,21,7.2
77,0,323,312,315,0.40375,0.39,0.39375,0.00375,-0.01,-0.00625,"(187.78391182449022, 'Left Curve')",0.005325269828943797,0.0,0.8962500000000001,1.7962500000000001,0,21,5.6
78,0,321,310,314,0.40125,0.3875,0.3925,0.00125,-0.0125,-0.0075,"(129.82753907794034, 'Left Curve')",0.007702526036480307,0.0,0.8962500000000001,1.7962500000000001,0,21,6.4
79,0,323,310,314,0.40375,0.3875,0.3925,0.00375,-0.0125,-0.0075,"(119.68252801154244, 'Left Curve')",0.008355438480573855,0.0,0.8962500000000001,1.7962500000000001,0,21,4.7
80,0,321,310,314,0.40125,0.3875,0.3925,0.00125,-0.0125,-0.0075,"(149.07597714974762, 'Left Curve')",0.006707988900153206,0.0,0.8962500000000001,1.7962500000000001,0,21,5.5
81,0,322,311,314,0.4025,0.38875,0.3925,0.0025,-0.01125,-0.0075,"(654.2487084670605, 'Left Curve')",0.0015284707284223046,0.0,0.8962500000000001,1.7962500000000001,0,21,4.5
82,0,322,310,314,0.4025,0.3875,0.3925,0.0025,-0.0125,-0.0075,"(130.52882287804053, 'Left Curve')",0.007661143170917499,0.0,0.8962500000000001,1.7962500000000001,0,21,6.1
83,0,321,310,312,0.40125,0.3875,0.39,0.00125,-0.0125,-0.01,"(216.83033265310684, 'Left Curve')",0.004611900870898154,0.0,0.8962500000000001,1.7962500000000001,0,21,5.3
84,0,318,309,311,0.3975,0.38625,0.38875,-0.0025,-0.01375,-0.01125,"(136.83330478055683, 'Left Curve')",0.007308162304518818,0.0,0.8962500000000001,1.7962500000000001,0,21,4.2
85,0,318,309,310,0.3975,0.38625,0.3875,-0.0025,-0.01375,-0.0125,"(139.93370213670863, 'Left Curve')",0.0071462412894861245,0.0,0.8962500000000001,1.7962500000000001,0,21,4.6
86,0,318,309,310,0.3975,0.38625,0.3875,-0.0025,-0.01375,-0.0125,"(144.54353091913805, 'Left Curve')",0.006918331063597925,0.0,0.8962500000000001,1.7962500000000001,0,21,4.9
87,0,317,308,310,0.39625,0.385,0.3875,-0.00375,-0.015,-0.0125,"(113.77350383884172, 'Left Curve')",0.008789392664011504,0.0,0.8962500000000001,1.7962500000000001,0,21,5.7
88,0,317,309,310,0.39625,0.38625,0.3875,-0.00375,-0.01375,-0.0125,"(138.79634826304817, 'Left Curve')",0.007204800504583812,0.0,0.8962500000000001,1.7962500000000001,0,21,5.5
89,0,317,308,309,0.39625,0.385,0.38625,-0.00375,-0.015,-0.01375,"(129.1452817652701, 'Left Curve')",0.007743217455033043,0.0,0.8962500000000001,1.7962500000000001,0,21,5.0
90,0,316,308,308,0.395,0.385,0.385,-0.005,-0.015,-0.015,"(118.06060258361197, 'Left Curve')",0.008470226122145935,0.0,0.8962500000000001,1.7962500000000001,0,21,5.0
91,0,316,307,308,0.395,0.38375000000000004,0.385,-0.005,-0.01625,-0.015,"(169.5053588982839, 'Left Curve')",0.005899518496049886,0.0,0.8962500000000001,1.7962500000000001,0,21,5.4
92,0,316,306,308,0.395,0.3825,0.385,-0.005,-0.0175,-0.015,"(112.71866850379898, 'Left Curve')",0.008871644894974046,0.0,0.8962500000000001,1.7962500000000001,0,21,4.0
93,0,317,306,309,0.39625,0.3825,0.38625,-0.00375,-0.0175,-0.01375,"(64.06935391094171, 'Left Curve')",0.015608086221534704,0.0,0.8962500000000001,1.7962500000000001,0,21,4.1
94,0,317,307,308,0.39625,0.38375000000000004,0.385,-0.00375,-0.01625,-0.015,"(66.63794094263326, 'Left Curve')",0.015006466074047396,0.0,0.8962500000000001,1.7962500000000001,0,21,5.2
95,0,317,307,309,0.39625,0.38375000000000004,0.38625,-0.00375,-0.01625,-0.01375,"(50.009756762489474, 'Left Curve')",0.01999609805641095,0.0,0.8962500000000001,1.7962500000000001,0,21,5.7
96,0,315,306,308,0.39375,0.3825,0.385,-0.00625,-0.0175,-0.015,"(54.33559902625062, 'Left Curve')",0.018404140525199324,0.0,0.8962500000000001,1.7962500000000001,0,21,4.5
97,0,314,305,307,0.3925,0.38125000000000003,0.38375000000000004,-0.0075,-0.01875,-0.01625,"(58.9855112857995, 'Left Curve')",0.01695331579232654,0.0,0.8962500000000001,1.7962500000000001,0,21,5.3
98,0,314,305,307,0.3925,0.38125000000000003,0.38375000000000004,-0.0075,-0.01875,-0.01625,"(96.18048362981321, 'Left Curve')",0.010397119688531369,0.0,0.8962500000000001,1.7962500000000001,0,21,4.4
99,0,313,304,306,0.39125,0.38,0.3825,-0.00875,-0.02,-0.0175,"(79.04083221599683, 'Left Curve')",0.01265168865210421,0.0,0.8962500000000001,1.7962500000000001,0,21,4.7
100,0,312,304,304,0.39,0.38,0.38,-0.01,-0.02,-0.02,"(78.26108805511727, 'Left Curve')",0.012777742104680755,0.0,0.8962500000000001,1.7962500000000001,0,21,6.2
101,0,312,303,305,0.39,0.37875000000000003,0.38125000000000003,-0.01,-0.02125,-0.01875,"(90.42776603271516, 'Left Curve')",0.011058550308963928,0.0,0.8962500000000001,1.7962500000000001,0,21,5.1
102,0,313,303,305,0.39125,0.37875000000000003,0.38125000000000003,-0.00875,-0.02125,-0.01875,"(81.82527748091076, 'Left Curve')",0.012221162344769228,0.0,0.8962500000000001,1.7962500000000001,0,21,4.6
103,0,313,303,305,0.39125,0.37875000000000003,0.38125000000000003,-0.00875,-0.02125,-0.01875,"(83.14223006024179, 'Left Curve')",0.012027582123734677,0.0,0.8962500000000001,1.7962500000000001,0,21,5.2
104,0,311,303,304,0.38875,0.37875000000000003,0.38,-0.01125,-0.02125,-0.02,"(105.9682371232486, 'Left Curve')",0.009436789996203569,0.0,0.8962500000000001,1.7962500000000001,0,21,4.7
105,0,311,302,304,0.38875,0.3775,0.38,-0.01125,-0.0225,-0.02,"(97.50569511505753, 'Left Curve')",0.010255811199745734,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
106,0,311,301,303,0.38875,0.37625000000000003,0.37875000000000003,-0.01125,-0.02375,-0.02125,"(97.6819461200578, 'Left Curve')",0.010237306275316542,0.0,0.8962500000000001,1.7962500000000001,0,21,7.0
107,0,310,301,302,0.3875,0.37625000000000003,0.3775,-0.0125,-0.02375,-0.0225,"(96.19968236733887, 'Left Curve')",0.010395044717315137,0.0,0.8962500000000001,1.7962500000000001,0,21,5.6
108,0,311,301,302,0.38875,0.37625000000000003,0.3775,-0.01125,-0.02375,-0.0225,"(84.0841993079011, 'Left Curve')",0.011892840845616919,0.0,0.8962500000000001,1.7962500000000001,0,21,7.1
109,0,311,301,301,0.38875,0.37625000000000003,0.37625000000000003,-0.01125,-0.02375,-0.02375,"(89.13124991615672, 'Left Curve')",0.011219409589124714,0.0,0.8962500000000001,1.7962500000000001,0,21,5.8
110,0,310,300,299,0.3875,0.375,0.37375,-0.0125,-0.025,-0.02625,"(87.2422287216447, 'Left Curve')",0.011462338991712407,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
111,0,311,299,300,0.38875,0.37375,0.375,-0.01125,-0.02625,-0.025,"(77.76019812436861, 'Left Curve')",0.012860049538461997,0.0,0.8962500000000001,1.7962500000000001,0,21,6.7
112,0,312,298,299,0.39,0.3725,0.37375,-0.01,-0.0275,-0.02625,"(71.18464547100675, 'Left Curve')",0.01404797331479717,0.0,0.8962500000000001,1.7962500000000001,0,21,7.0
113,0,313,298,299,0.39125,0.3725,0.37375,-0.00875,-0.0275,-0.02625,"(66.46666012397762, 'Left Curve')",0.015045136887196374,0.0,0.8962500000000001,1.7962500000000001,0,21,7.1
114,0,313,297,298,0.39125,0.37125,0.3725,-0.00875,-0.02875,-0.0275,"(60.09037110858185, 'Left Curve')",0.016641601333981182,0.0,0.8962500000000001,1.7962500000000001,0,21,7.3
115,0,313,297,297,0.39125,0.37125,0.37125,-0.00875,-0.02875,-0.02875,"(57.73005177426576, 'Left Curve')",0.017322000747724404,0.0,0.8962500000000001,1.7962500000000001,0,21,5.8
116,0,314,296,297,0.3925,0.37,0.37125,-0.0075,-0.03,-0.02875,"(53.51684957817989, 'Left Curve')",0.018685703808837884,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
117,0,313,295,297,0.39125,0.36875,0.37125,-0.00875,-0.03125,-0.02875,"(49.72299077439861, 'Left Curve')",0.020111420983045136,0.0,0.8962500000000001,1.7962500000000001,0,21,6.5
118,0,314,295,297,0.3925,0.36875,0.37125,-0.0075,-0.03125,-0.02875,"(46.10601068241928, 'Left Curve')",0.0216891460614117,0.0,0.8962500000000001,1.7962500000000001,0,21,4.7
119,0,315,295,297,0.39375,0.36875,0.37125,-0.00625,-0.03125,-0.02875,"(45.57689432962644, 'Left Curve')",0.021940942109124097,0.0,0.8962500000000001,1.7962500000000001,0,21,5.8
120,0,315,295,297,0.39375,0.36875,0.37125,-0.00625,-0.03125,-0.02875,"(45.85473696128446, 'Left Curve')",0.021807997739564145,0.0,0.8962500000000001,1.7962500000000001,0,21,4.6
121,0,317,295,297,0.39625,0.36875,0.37125,-0.00375,-0.03125,-0.02875,"(43.36769173718906, 'Left Curve')",0.02305864019833158,0.0,0.8962500000000001,1.7962500000000001,0,21,5.3
122,0,317,296,297,0.39625,0.37,0.37125,-0.00375,-0.03,-0.02875,"(43.82554682917515, 'Left Curve')",0.02281774153093485,0.0,0.8962500000000001,1.7962500000000001,0,21,5.1
123,0,318,296,296,0.3975,0.37,0.37,-0.0025,-0.03,-0.03,"(43.79081445478624, 'Left Curve')",0.022835839261050834,0.0,0.8962500000000001,1.7962500000000001,0,21,6.6
124,0,319,296,296,0.39875,0.37,0.37,-0.00125,-0.03,-0.03,"(41.41636414974286, 'Left Curve')",0.02414504557629568,0.0,0.8962500000000001,1.7962500000000001,0,21,5.1
125,0,320,296,295,0.4,0.37,0.36875,0.0,-0.03,-0.03125,"(40.906199515627634, 'Left Curve')",0.024446172263398954,0.0,0.8962500000000001,1.7962500000000001,0,21,4.9
126,0,319,295,296,0.39875,0.36875,0.37,-0.00125,-0.03125,-0.03,"(39.60849862252343, 'Left Curve')",0.025247106928495106,0.0,0.8962500000000001,1.7962500000000001,0,21,5.1
127,0,321,295,295,0.40125,0.36875,0.36875,0.00125,-0.03125,-0.03125,"(38.326536287304904, 'Left Curve')",0.02609158293104705,0.0,0.8962500000000001,1.7962500000000001,0,21,5.2
128,0,321,295,297,0.40125,0.36875,0.37125,0.00125,-0.03125,-0.02875,"(36.35572127188797, 'Left Curve')",0.02750598709131509,0.0,0.8962500000000001,1.7962500000000001,0,21,4.4
129,0,323,296,299,0.40375,0.37,0.37375,0.00375,-0.03,-0.02625,"(35.76250835337539, 'Left Curve')",0.02796224442980428,0.0,0.8962500000000001,1.7962500000000001,0,21,4.6
130,0,324,297,298,0.405,0.37125,0.3725,0.005,-0.02875,-0.0275,"(34.92876031416867, 'Left Curve')",0.02862970202794043,0.0,0.8962500000000001,1.7962500000000001,0,21,4.0
131,0,324,297,299,0.405,0.37125,0.37375,0.005,-0.02875,-0.02625,"(34.63835118898334, 'Left Curve')",0.02886973443233776,0.0,0.8962500000000001,1.7962500000000001,0,21,4.5
132,0,324,297,297,0.405,0.37125,0.37125,0.005,-0.02875,-0.02875,"(35.91238074119042, 'Left Curve')",0.02784555017966353,0.0,0.8962500000000001,1.7962500000000001,0,21,4.9
133,0,324,297,297,0.405,0.37125,0.37125,0.005,-0.02875,-0.02875,"(35.24221689041109, 'Left Curve')",0.028375059466593484,0.0,0.8962500000000001,1.7962500000000001,0,21,5.7
